2026/01/08 07:06:00 [error] 1818507#1818507: *569331 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.github/workflows/deploy.yml HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.github/workflows/deploy.yml"
2026/01/08 07:06:00 [error] 1818507#1818507: *569330 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.npmrc HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.npmrc"
2026/01/08 07:06:01 [error] 1818507#1818507: *569333 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.env HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.env"
2026/01/08 07:06:01 [error] 1818507#1818507: *569334 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.env.backup HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.env.backup"
2026/01/08 07:06:04 [error] 1818508#1818508: *569401 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.mysql_history HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.mysql_history"
2026/01/08 07:06:04 [error] 1818508#1818508: *569404 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.bash_history HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.bash_history"
2026/01/08 07:06:04 [error] 1818509#1818509: *569407 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.idea/workspace.xml HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.idea/workspace.xml"
2026/01/08 07:06:04 [error] 1818508#1818508: *569405 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.zsh_history HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.zsh_history"
2026/01/08 07:06:04 [error] 1818509#1818509: *569414 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.psql_history HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.psql_history"
2026/01/08 07:06:05 [error] 1818509#1818509: *569424 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.env.json HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.env.json"
2026/01/08 07:06:05 [error] 1818509#1818509: *569426 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.git-credentials HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.git-credentials"
2026/01/08 07:06:05 [error] 1818502#1818502: *569428 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.history HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.history"
2026/01/08 07:06:05 [error] 1818509#1818509: *569427 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.DS_Store HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.DS_Store"
2026/01/08 07:06:05 [error] 1818502#1818502: *569430 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.vscode/sftp.json HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.vscode/sftp.json"
2026/01/08 07:06:06 [error] 1818502#1818502: *569451 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.git/HEAD HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.git/HEAD"
2026/01/08 07:06:06 [error] 1818502#1818502: *569453 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.travis.yml HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.travis.yml"
2026/01/08 07:06:06 [error] 1818502#1818502: *569454 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.env.save HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.env.save"
2026/01/08 07:06:06 [error] 1818502#1818502: *569455 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.env.staging HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.env.staging"
2026/01/08 07:06:06 [error] 1818502#1818502: *569456 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.env.development HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.env.development"
2026/01/08 07:06:06 [error] 1818502#1818502: *569458 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.gitignore HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.gitignore"
2026/01/08 07:06:06 [error] 1818504#1818504: *569462 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.gitconfig HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.gitconfig"
2026/01/08 07:06:06 [error] 1818504#1818504: *569460 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.git/logs/HEAD HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.git/logs/HEAD"
2026/01/08 07:06:06 [error] 1818504#1818504: *569464 access forbidden by rule, client: 20.224.156.157, server: lead360.app, request: "GET /.env.example HTTP/1.1", host: "lead360.app", referrer: "http://lead360.app/.env.example"
